CERT,NAME,CITY,STALP,ASSET
14488,Citizens Bank,New Haven,MO,362378
59140,Gulfside Bank,Sarasota,FL,362338
956,Glenwood State Bank,Glenwood,IA,362135
21928,Kirkwood Bank & Trust Co.,Bismarck,ND,361725
1237,Ireland Bank,Malad City,ID,361667
30680,First Shore Federal Savings and Loan Association,Salisbury,MD,361581
19285,Logan Bank & Trust Company,Logan,WV,361460
31272,Community Bank,Lexington,TN,361445
14922,F&M Bank,West Point,NE,361098
11702,Shelby County State Bank,Shelbyville,IL,361070
12248,First Nebraska Bank,Valley,NE,361032
14195,Farmers Trust and Savings Bank,Buffalo Center,IA,360859
27989,OSB Community Bank,Ottawa,IL,360809
19254,Heritage Bank National Association,Spicer,MN,360782
2838,AmeriFirst Bank,Montgomery,AL,360613
58148,Milestone Bank,Salt Lake City,UT,360510
6078,One American Bank,Centerville,SD,360324
9309,United Southern Bank,Hopkinsville,KY,360301
17811,First National Bank in Port Lavaca,Port Lavaca,TX,359936
14333,Commercial Bank and Trust of PA,Latrobe,PA,359713
25726,Murphy Bank,Fresno,CA,359587
5337,The First National Bank of Bangor,Bangor,WI,359371
19234,American Bank,Covington,LA,359330
35477,Citizens First Bank,Clinton,IA,359325
11310,The Bank of Herrin,Herrin,IL,359114
57280,FlatIrons Bank,Boulder,CO,358938
31184,Citizens Savings Bank,Clarks Summit,PA,358923
28471,"Roxboro Savings Bank, SSB",Roxboro,NC,358491
11307,Farmers State Bank,Pittsfield,IL,358113
59278,Locality Bank,Fort Lauderdale,FL,357989
12493,Premier Bank National Association,Omaha,NE,357975
496,BankStar Financial,Elkton,SD,357835
19011,Legacy Bank,Grundy,VA,357813
8274,Exchange Bank Co.,Kahoka,MO,357623
14911,Shell Lake State Bank,Shell Lake,WI,357524
5569,The Waggoner National Bank of Vernon,Vernon,TX,357206
11708,Teutopolis State Bank,Teutopolis,IL,357103
11299,"Farmers State Bank of Alto Pass, Ill.",Alto Pass,IL,356740
3217,First National Bank of Giddings,Giddings,TX,356696
29705,First Federal Community Bank of Bucyrus,Bucyrus,OH,356244
11415,Harvest Bank,Kimball,MN,356190
33739,Citizens Community Bank,Winchester,TN,356050
6195,Sterling Bank,Barron,WI,355833
3579,The First National Bank of Mount Dora,Mount Dora,FL,354872
9462,Farmers & Merchants Bank,Miamisburg,OH,354799
32360,"Eastern Savings Bank, FSB",Hunt Valley,MD,354023
16757,The Campbell & Fetter Bank,Kendallville,IN,353414
15760,Citizens National Bank of Albion,Albion,IL,353381
23815,First State Bank of DeKalb County,Fort Payne,AL,352899
3302,"Texana Bank, National Association",Linden,TX,352752
8544,United Community Bank,Perham,MN,352389
26944,American State Bank,Osceola,IA,352035
14857,State Street Bank and Trust Company,Quincy,IL,351915
58074,Flint Community Bank,Albany,GA,351829
4173,The Pauls Valley National Bank,Pauls Valley,OK,351216
14184,Marion Community Bank,Marion,AL,351134
15566,Hoosier Heartland State Bank,Crawfordsville,IN,351012
8761,Kerndt Brothers Savings Bank,Lansing,IA,350950
10384,Waumandee State Bank,Waumandee,WI,350631
1086,The Bank of Versailles,Versailles,MO,350144
22867,Community Bank of Raymore,Raymore,MO,350053
5902,BankOkolona,Okolona,MS,349312
59206,"RockPointBank, National Association",Chattanooga,TN,349312
58482,Bank of Montana,Missoula,MT,349305
27742,Mutual Savings Bank,Franklin,IN,349284
57694,First National Bank of Decatur County,Bainbridge,GA,349174
1654,Ozark Bank,Ozark,MO,349142
11922,First State Bank of Texas,Orange,TX,349004
20468,FirstState Bank,Lineville,AL,348344
8506,New Albin Savings Bank,New Albin,IA,348269
23764,FMS Bank,Fort Morgan,CO,347865
33470,Today's Bank,Huntsville,AR,347596
16464,Merchants & Planters' Bank,Newport,AR,347579
16040,Generations Bank,Seneca Falls,NY,347125
5116,Granite Bank,Cold Spring,MN,346878
10639,Flatwater Bank,Gothenburg,NE,346649
9935,Rivers Edge Bank,Marion,SD,346325
57869,"1st Trust Bank, Inc.",Hazard,KY,345912
3376,Ozona Bank,Ozona,TX,345802
12201,The Cleveland State Bank,Cleveland,MS,345735
58658,"Locus Bank, Inc.",Richmond,VA,345170
33922,Frontier Bank,Sioux Falls,SD,344791
9665,Kaw Valley Bank,Topeka,KS,344514
9775,Bank of Kilmichael,Kilmichael,MS,344304
13032,Citizens First Bank,Viroqua,WI,344168
6662,RiverHills Bank,Milford,OH,343930
10532,CLB The Community Bank,Jonesville,LA,343895
1992,Pathway Bank,Cairo,NE,343823
41,Phenix-Girard Bank,Phenix City,AL,343760
10169,Sherburne State Bank,Becker,MN,343385
14056,Farmers and Merchants Bank of St. Clair,Saint Clair,MO,343040
59043,"Stifel Trust Company Delaware, National Association",Greenville,DE,342841
1022,"Clare Bank, National Association",Platteville,WI,342755
8552,Great Southern Bank,Meridian,MS,342752
17317,Goppert State Service Bank,Garnett,KS,342747
16852,"Citizens Deposit Bank of Arlington, Inc.",Arlington,KY,342430
30637,Greenville Savings Bank,Greenville,PA,342060
1936,Community State Bank of Missouri,Bowling Green,MO,341913
230,Community State Bank,Spencer,IA,341487
3677,The Havana National Bank,Havana,IL,341050
57491,Bank of Commerce,Duncan,OK,340690
33565,"Desjardins Bank, National Association",Hallandale,FL,340637
25849,Midwest Independent BankersBank,Jefferson City,MO,339547
19679,Citizens Bank of Ada,Ada,OK,339441
57092,Traditions First Bank,Erin,TN,339382
402,Sooner State Bank,Tuttle,OK,339288
26689,Bank of Alma,Alma,WI,339278
12305,Columbus State Bank,Columbus,TX,337880
30402,Franklin Bank,Pilesgrove,NJ,337448
15111,The Citizens State Bank,Gridley,KS,336820
5357,First National Community Bank,New Richmond,WI,336799
10844,Buena Vista National Bank,Chester,IL,336492
11907,Security State Bank,Farwell,TX,335957
31823,"Interamerican Bank, A FSB",Miami,FL,335839
57548,Heritage Bank,Topeka,KS,335781
5384,First Community Bank,Beemer,NE,335354
8942,Stock Growers Bank,Forman,ND,334833
10055,First Southern Bank,Waycross,GA,334787
27711,Altoona First Savings Bank,Altoona,PA,334725
3854,Bank of 1889,Berryville,AR,334697
5074,The First National Bank of St. Ignace,St. Ignace,MI,334449
8295,O'Bannon Banking Company,Buffalo,MO,333810
231,Commercial Savings Bank,Carroll,IA,333471
10831,"The First Trust and Savings Bank of Watseka, Illinois",Watseka,IL,333386
12386,State Bank of Toulon,Toulon,IL,332915
8035,Bath State Bank,Bath,IN,332904
1141,The Colorado Bank and Trust Company of La Junta,La Junta,CO,332902
14991,The Farmers State Bank,New Madison,OH,332821
14522,PCSB Bank,Clarinda,IA,332347
12609,Patterson State Bank,Patterson,LA,331996
8231,Copiah Bank,Hazlehurst,MS,331623
57230,Douglas National Bank,Douglas,GA,331550
17603,The National Bank of Andrews,Andrews,TX,331407
5704,Bank of Newington,Newington,GA,331214
58602,Reliance Bank,Faribault,MN,331168
10165,Farmers and Merchants State Bank of Pierz,Pierz,MN,330978
11557,First State Bank of Burnet,Burnet,TX,330958
9529,State Bank of Newburg,Newburg,WI,330893
19024,Commercial National Bank of Texarkana,Texarkana,TX,330313
26602,Charles River Bank,Medway,MA,330099
29173,New Carlisle Federal Savings Bank,New Carlisle,OH,329841
15282,Heritage Community Bank,Union,MO,329785
19590,Altamaha Bank & Trust Company,Vidalia,GA,329690
10266,The Citizens Bank Company,Beverly,OH,329652
11669,First State Bank of Forrest,Forrest,IL,329462
1753,Union Bank & Trust Company,Monticello,AR,329266
15194,KCB Bank,Lakin,KS,329115
13303,Bank of England,England,AR,329016
15242,Northern State Bank,Ashland,WI,328842
29293,"Cumberland Federal Bank, FSB",Cumberland,WI,328621
2249,Western Bank,Lordsburg,NM,328609
16436,Centera Bank,Sublette,KS,328336
5396,City Bank & Trust Co.,Lincoln,NE,328228
248,State Savings Bank,West Des Moines,IA,327517
9079,The Harvard State Bank,Harvard,IL,327101
28614,"The Equitable Bank, S.S.B.",Wauwatosa,WI,326863
30270,Citizens Savings Bank,Bogalusa,LA,326363
13947,Alamosa State Bank,Alamosa,CO,326178
11431,Bank of Yazoo City,Yazoo City,MS,325961
5364,The First National Bank of River Falls,River Falls,WI,325888
19681,Community Bank of Parkersburg,Parkersburg,WV,325712
5779,The Peoples Bank,Brownstown,IN,325598
15050,First State Bank,Lonoke,AR,325537
9420,The Union Bank,Beulah,ND,325433
14413,"Iowa State Bank and Trust Company of Fairfield, Iowa",Fairfield,IA,325288
35033,American Community Bank,Glen Cove,NY,324782
13006,The Pecos County State Bank,Fort Stockton,TX,324526
8531,Bank of Coushatta,Coushatta,LA,324381
29904,Elizabethton Federal Savings Bank,Elizabethton,TN,324184
1610,The State Bank of Faribault,Faribault,MN,323153
10434,State Bank of Graymont,Graymont,IL,323117
17767,Guaranty Bank and Trust Company,New Roads,LA,322981
22717,Citizens Bank and Trust Company of Ardmore,Ardmore,OK,322969
618,Bank of Millbrook,Millbrook,NY,322404
59209,Craft Bank,Atlanta,GA,322386
485,Security Bank Midwest,Tyndall,SD,321873
3268,The First National Bank of Hughes Springs,Hughes Springs,TX,321576
6101,Decatur County Bank,Decaturville,TN,321233
14674,The First National Bank in Amboy,Amboy,IL,321180
5097,First Bank Blue Earth,Blue Earth,MN,321164
15306,TruCommunity Bank,Garrison,ND,320978
15945,Forest Park National Bank and Trust Company,Forest Park,IL,320396
12706,State Bank,Waterloo,IL,320050
30154,Sewickley Savings Bank,Sewickley,PA,319972
18780,Sundown State Bank,Sundown,TX,319677
20537,American Bank and Trust Company,Tulsa,OK,319673
267,Kentucky Farmers Bank Corporation,Catlettsburg,KY,319587
3691,Hometown National Bank,La Salle,IL,319553
2496,The National Iron Bank,Salisbury,CT,319536
32025,United Bank,Springdale,AR,319452
4756,First National Bank and Trust,Phillipsburg,KS,319340
32257,Abacus Federal Savings Bank,New York,NY,319256
8867,Ultima Bank Minnesota,Winger,MN,319057
16720,Western Bank,Artesia,NM,318721
34585,Pacific Crest Bank,Lynnwood,WA,318696
22756,People's Bank and Trust Company of Pickett County,Byrdstown,TN,318586
21988,Community State Bank of Rock Falls,Rock Falls,IL,318168
17622,Alden State Bank,Alden,MI,317891
16863,Citizens Independent Bank,Saint Louis Park,MN,317367
22578,Brighton Bank,Salt Lake City,UT,317090
11570,Global One Bank,Houston,TX,316954
35427,United National Bank,Cairo,GA,316638
6528,The First National Bank of Bellevue,Bellevue,OH,316609
11810,Huron Community Bank,East Tawas,MI,316245
5424,Security Bank,Laurel,NE,315961
29496,"Seneca Savings Bank, National Association",Baldwinsville,NY,315944
22895,Putnam County State Bank,Unionville,MO,315885
23189,Community Bank and Trust Company,Muscatine,IA,315050
8752,First Trust and Savings Bank,Wheatland,IA,314891
13801,Farmers and Merchants Bank,Laotto,IN,314518
59306,Evermore Bank,Fort Lauderdale,FL,314438
1417,Woodlands National Bank,Hinckley,MN,314404
9080,Holcomb Bank,Rochelle,IL,314075
11734,Flanagan State Bank,Flanagan,IL,313429
252,Pinnacle Bank,Marshalltown,IA,313267
57644,Gateway Bank,Mendota Heights,MN,313092
4228,First Bethany Bank & Trust,Bethany,OK,312971
12163,The Farmers Bank of Milton,Milton,KY,312925
32082,"VIKING BANK, NATIONAL ASSOCIATION",Alexandria,MN,312925
34052,Bay Bank,Green Bay,WI,312693
59176,The Millyard Bank,Nashua,NH,312425
59342,Integrity Bank SSB,Houston,TX,312230
1735,Farmers and Merchants Bank,Piedmont,AL,311839
109,Horatio State Bank,Horatio,AR,311768
24305,Llano National Bank,Llano,TX,311279
18885,Neighborhood National Bank,Mora,MN,311139
34023,TNBANK,Oak Ridge,TN,310915
34610,Community First Banking Company,West Plains,MO,310434
28155,Profile Bank,Rochester,NH,310376
2107,First National Bank of South Carolina,Holly Hill,SC,310358
8569,Goppert Financial Bank,Lathrop,MO,310177
10218,Citizens Bank & Trust Co.,Hutchinson,MN,310003
414,The Stock Exchange Bank,Woodward,OK,309845
21955,Stryv Bank,Wichita,KS,309445
31158,First Southern Bank,Columbia,MS,309019
15104,Bank of York,York,SC,308903
14761,1NB Bank,Carlyle,IL,308529
3896,First National Bank Of Commerce,Walnut Ridge,AR,308386
28942,"Carthage Savings and Loan, National Association",Carthage,NY,308056
6186,Citizens State Bank of Loyal,Loyal,WI,307286
58644,First Colony Bank of Florida,Maitland,FL,307036
59296,Bank Irvine,Irvine,CA,306521
10918,Grant County Bank,Ulysses,KS,306274
21557,Three Rivers Bank of Montana,Kalispell,MT,306105
58443,First Security Bank of Nevada,Las Vegas,NV,305817
9467,VALOR BANK,Edmond,OK,305638
13887,Farmers and Merchants Bank,Lafayette,AL,305625
34160,Community Banking Company,Fitzgerald,GA,305535
17734,DLP Bank,Starke,FL,305089
10849,Tompkins State Bank,Avon,IL,304921
58826,Redstone Bank,Centennial,CO,304737
22971,First Secure State Bank,Wonder Lake,IL,304613
6659,Peoples State Bank,New Lexington,OH,304446
4041,The First Security Bank,Beaver,OK,304336
10791,Community Bank,Winslow,IL,304070
12485,The Payne County Bank,Perkins,OK,304028
3140,Citizens Bank,Amarillo,TX,303986
22447,Wray State Bank,Wray,CO,303974
17881,Freedom Bank,Alamo,TX,303793
57058,PEOPLES BANK,Sheridan,AR,303722
9326,Washington State Bank,Washington,LA,303550
210,Tri-County Bank & Trust Company,Roachdale,IN,303415
2452,West Union Bank,West Union,WV,303312
15336,"Durden Banking Company, Incorporated",Twin City,GA,303282
10594,Bank of Franklin,Meadville,MS,303255
26677,The Bankers Bank,Oklahoma City,OK,303205
19700,ValueBank Texas,Corpus Christi,TX,303038
24498,First State Bank,Graham,TX,302727
30367,1st Bank of Sea Isle City,Sea Isle City,NJ,302255
59219,Classic City Bank,Athens,GA,302028
4170,"Patrons Bank, National Association",Okmulgee,OK,301964
25752,Community Bank,Longview,TX,301846
1468,Bank of Crockett,Bells,TN,301078
27969,Community Savings,Caldwell,OH,300678
4636,First Heritage Bank,Centralia,KS,300448
19674,The Citizens Bank of Weston,Weston,WV,299450
5317,The Peshtigo National Bank,Peshtigo,WI,299354
20872,Citizens Guaranty Bank,Richmond,KY,299247
254,First Whitney Bank and Trust,Atlantic,IA,299020
9069,Farmers & Merchants Bank,Eatonton,GA,298992
90229,Washington Savings Bank,Lowell,MA,298712
29874,Dearborn Federal Savings Bank,Dearborn,MI,298604
13735,Savings Bank,Primghar,IA,298273
898,The Bank of Forest,Forest,MS,298150
35455,"Hometown Bank of Corbin, Inc.",Corbin,KY,298031
22460,Monterey County Bank,Monterey,CA,297799
22600,Valley Bank of Commerce,Roswell,NM,297720
8296,Century Bank of the Ozarks,Gainesville,MO,297340
11519,Security First Bank of North Dakota,New Salem,ND,296633
28837,The Brattleboro Savings and Loan Association,Brattleboro,VT,296396
8534,St. Landry Bank and Trust Company,Opelousas,LA,296298
10191,PrinsBank,Prinsburg,MN,296243
1198,Arrowhead Bank,Llano,TX,296056
14779,Citizens National Bank at Brownwood,Brownwood,TX,295967
8898,St. Johns Bank and Trust Company,Saint Louis,MO,295696
889,Georgia First Bank,Soperton,GA,295683
19540,Pioneer Bank,Sergeant Bluff,IA,295241
17832,Kaw Valley State Bank and Trust Company,Wamego,KS,295001
963,The Home Trust & Savings Bank,Osage,IA,294809
29090,First Federal Savings and Loan Association,Newark,OH,294801
15826,The Claxton Bank,Bellville,GA,294765
6700,Somerville Bank,Eaton,OH,294300
22381,Anahuac National Bank,Anahuac,TX,294255
30819,Community Partners Savings Bank,Salem,IL,293825
4086,The First National Bank & Trust,Elk City,OK,293745
4187,McClain Bank,Purcell,OK,293501
52,The Citizens Bank of Winfield,Winfield,AL,293444
10118,Leighton State Bank,Pella,IA,293411
11785,Caldwell Bank & Trust Company,Columbia,LA,293294
1913,Castle Rock Bank,Castle Rock,MN,293108
18660,Charter Bank,Corpus Christi,TX,292746
4766,SJN Bank of Kansas,Saint John,KS,292454
31043,Interstate Bank,Perryton,TX,292302
16854,Community 1st Bank Las Vegas,Las Vegas,NM,292258
26891,Liberty Bank Minnesota,Saint Cloud,MN,291973
33959,"Natbank, National Association",Hollywood,FL,291932
3275,The Jacksboro National Bank,Jacksboro,TX,291491
15480,Coleman County State Bank,Coleman,TX,291455
18474,First Kansas Bank,Hoisington,KS,291246
6671,The First National Bank of Pandora,Pandora,OH,291047
17979,Castroville State Bank,Castroville,TX,291040
57335,Farmers Bank,Ault,CO,291021
19978,The Pennsville National Bank,Pennsville,NJ,289737
11601,Laona State Bank,Laona,WI,289711
14642,The Commercial Bank,Honea Path,SC,289611
296,Bank of Edmonson County,Brownsville,KY,289238
29858,SSB Community Bank,Strasburg,OH,289174
12214,United State Bank,Lewistown,MO,289059
14914,Collins State Bank,Collins,WI,288247
11446,Unity Bank of Mississippi,Holly Springs,MS,287990
29937,First Federal Savings Bank of Kentucky,Frankfort,KY,287849
8083,Fairfax State Savings Bank,Fairfax,IA,287589
421,Security State Bank,Cheyenne,OK,287587
14807,Farmers Savings Bank,Colesburg,IA,287539
8751,Iowa State Savings Bank,Creston,IA,287078
9450,First Bank of Ohio,Tiffin,OH,286911
2228,RNB STATE BANK,Rawlins,WY,286852
12513,Partners Bank of Wisconsin,Marshfield,WI,286808
59298,"Business Bank, The",S Burlington,VT,286733
57990,Huron Valley State Bank,Milford,MI,286693
10460,Town & Country Bank Midwest,Quincy,IL,286643
1296,Farmers Bank,Greenwood,AR,286600
14420,FNB Bank,Goodland,KS,286600
33103,"Gateway Bank, F.S.B.",Oakland,CA,286530
9356,The Commercial Bank,De Kalb,MS,286491
26829,First National Bank of Pasco,Dade City,FL,286330
10167,Citizens State Bank of Roseau,Roseau,MN,286018
5249,Minnesota National Bank,Sauk Centre,MN,285947
5198,The First National Bank of Milaca,Milaca,MN,285828
57784,Nantahala Bank & Trust Company,Franklin,NC,285744
57901,One World Bank,Dallas,TX,285730
29024,Bedford Federal Savings Bank,Bedford,IN,285547
29907,Logansport Savings Bank,Logansport,IN,285519
8511,Crawford County Trust and Savings Bank,Denison,IA,285319
29804,Catalyst Bank,Opelousas,LA,285256
13748,The Upstate National Bank,Ogdensburg,NY,285210
226,Guthrie County State Bank,Panora,IA,285084
17327,Bank of Dickson,Dickson,TN,284652
13656,United Community Bank,Milford,IA,284537
11699,Goodfield State Bank,Goodfield,IL,284183
9299,Reliance State Bank,Story City,IA,284135
58322,RiverBank,Spokane,WA,283745
968,Security Trust & Savings Bank,Storm Lake,IA,283704
2482,Nekoosa Port Edwards State Bank,Nekoosa,WI,283680
1169,Sundance State Bank,Sundance,WY,283631
11711,Bank of Rantoul,Rantoul,IL,283562
8735,Merchants and Farmers Bank,Dumas,AR,283272
27643,First Federal Bank of Ohio,Galion,OH,282964
21342,Sonata Bank,Brentwood,TN,282747
57897,SouthernTrust Bank,Marion,IL,282688
27806,Fairfield Federal Savings and Loan Association of Lancaster,Lancaster,OH,282485
10989,Lake Central Bank,Annandale,MN,282475
3342,"Incommons Bank, N.A.",Mexia,TX,282454
19544,Madison Valley Bank,Ennis,MT,282425
34040,First American State Bank,Greenwood Village,CO,281809
6954,Cayuga Lake National Bank,Union Springs,NY,281055
2805,HNB First Bank,Headland,AL,280578
8322,Nebraska State Bank and Trust Company,Broken Bow,NE,280562
15519,Citizens State Bank,Miles,TX,280464
34171,Eagle Rock Bank,Rochester,MN,280327
29089,Newport Federal Bank,Newport,TN,280207
3821,The Farmers and Merchants National Bank of Nashville,Nashville,IL,279954
58263,Global Bank,New York,NY,279566
11823,Manhattan Bank,Manhattan,MT,279545
1049,First National Bank of Steeleville,Steeleville,IL,279419
18924,Old Glory Bank,Elmore City,OK,279372
59354,BankMiami,Coral Gables,FL,279318
16612,FNB Picayune Bank,Picayune,MS,279234
28277,Ozarks Federal Savings and Loan Association,Farmington,MO,279067
16201,Bank of Wolcott,Wolcott,IN,278826
16039,Sawyer Savings Bank,Saugerties,NY,278821
30422,First Federal Bank of Wisconsin,Waukesha,WI,278732
58857,"New Horizon Bank, National Association",Powhatan,VA,278633
13209,The Fort Jennings State Bank,Fort Jennings,OH,278416
57867,United Citizens Bank of Southern Kentucky,Columbia,KY,277569
29164,First Federal Savings and Loan Association of Valdosta,Valdosta,GA,277565
27409,Commercial Bank,Saint Louis,MO,277476
954,FNB Bank,Fontanelle,IA,277414
951,Cherokee State Bank,Cherokee,IA,277337
31864,"Grand Bank for Savings, FSB",Hattiesburg,MS,276336
15010,Columbus Bank and Trust Company,Columbus,NE,276188
3087,The First National Bank of Ballinger,Ballinger,TX,275940
13033,The Farmers State Bank of Waupaca,Waupaca,WI,275930
1604,Security Bank USA,Bemidji,MN,275649
57495,PrimeBank of Texas,Austin,TX,275404
11778,"Citizens State Bank and Trust Co., Ellsworth, Kansas",Ellsworth,KS,275191
14705,DeWitt Bank & Trust Co.,Dewitt,IA,275014
10317,Citizens Bank and Trust Company of Grainger County,Rutledge,TN,274617
18514,First New Mexico Bank,Deming,NM,274362
17927,Vintage Bank Kansas,Leon,KS,273901
28080,The Harrison Building and Loan Association,Harrison,OH,273464
16152,The Peoples Bank,Eatonton,GA,273318
15772,Mediapolis Savings Bank,Mediapolis,IA,272632
31077,First Federal Bank,Dunn,NC,272074
6794,"FNB Bank, Inc.",Romney,WV,271869
16910,22nd State Banking Company,Mobile,AL,271864
35029,AB&T,Albany,GA,271558
6574,The First National Bank of Dennison,Dennison,OH,271532
11319,Longview Community Bank,Mount Pulaski,IL,271268
14894,The Farmers Bank,Nicholasville,KY,271101
18019,Patriots Bank,Garnett,KS,270568
4050,The First National Bank and Trust Company of Broken Arrow,Broken Arrow,OK,270466
27683,North Shore Trust and Savings,Waukegan,IL,270413
2453,Davis Trust Company,Elkins,WV,270237
23864,Summit Bank,Oakland,CA,270191
4235,YNB,Yukon,OK,270117
3846,Community First Bank of the Heartland,Mount Vernon,IL,270115
35031,Freedom Financial Bank,West Des Moines,IA,269712
59199,Riverside Bank of Dublin,Dublin,OH,269412
16283,South Coast Bank & Trust,Brunswick,GA,268178
289,Bank of Hindman,Hindman,KY,268052
11243,Bank of Salem,Salem,AR,267419
10127,Success Bank,Bloomfield,IA,267113
5336,Pillar Bank,Baldwin,WI,266827
35439,Bank of Brookhaven,Brookhaven,MS,266481
15610,Farmers and Merchants State Bank,Winterset,IA,265457
91280,Bank of Little Rock,Little Rock,AR,265300
31539,The Wilmington Savings Bank,Wilmington,OH,265141
14809,Heartland Bank,Somers,IA,264768
26539,Bank of the Federated States of Micronesia,Kolonia,FM,264620
18155,Bridge City State Bank,Bridge City,TX,264254
1946,Alliant Bank,Madison,MO,263759
9486,Clackamas County Bank,Sandy,OR,263478
3702,First Bank of Manhattan,Manhattan,IL,263263
10004,Ergo Bank,Markesan,WI,263059
27965,Greenville Federal,Greenville,OH,263050
90234,Marblehead Bank,Marblehead,MA,263046
9932,"Commercial State Bank, of Wagner",Wagner,SD,262998
30313,East Wisconsin Savings Bank,Kaukauna,WI,262951
8118,Bank of Jamestown,Jamestown,KY,262799
1964,Lamar Bank and Trust Company,Lamar,MO,262558
32532,South Georgia Bank,Glennville,GA,262487
35084,Petit Jean State Bank,Morrilton,AR,262036
18710,North Valley Bank,Thornton,CO,261989
4778,Western National Bank,Chester,NE,261777
26542,"Bank of DeSoto, National Association",De Soto,TX,261753
29933,Union Savings and Loan Association,Connersville,IN,261643
2477,Bank of Deerfield,Deerfield,WI,261522
737,The Apple Creek Banking Company,Apple Creek,OH,261196
2205,Bank of The Rockies,Helena,MT,261038
26738,Texas Financial Bank,Eden,TX,260791
13946,First Bank & Trust Company,Perry,OK,260562
18677,Victory Bank,Lubbock,TX,259978
11582,Lee Bank and Trust Company,Pennington Gap,VA,259927
57336,Drake Bank,Saint Paul,MN,259829
57624,Clarion County Community Bank,Clarion,PA,259706
14136,Wells River Savings Bank,Wells River,VT,259539
18518,Westside State Bank,Westside,IA,259424
5538,The First National Bank of Sterling City,Sterling City,TX,259133
10595,Community First Bank,Butler,MO,258908
1686,Farmers State Bank,Parkston,SD,258864
1849,Wayne Bank and Trust Co.,Richmond,IN,258826
17906,American Bank & Trust Company,Opelousas,LA,258149
34193,Applied Bank,Wilmington,DE,258108
8943,Merchants Bank,Rugby,ND,257560
10962,Grand Rapids State Bank,Grand Rapids,MN,257125
2735,FIRST NATIONAL BANK OF KENTUCKY,Carrollton,KY,257115
35220,Wyoming Community Bank,Riverton,WY,256941
59138,Mi Bank,Bloomfield Township,MI,256937
22434,"BankChampaign, National Association",Champaign,IL,256644
1705,Mountain Valley Bank,Dunlap,TN,256449
10845,The Clay City Banking Co.,Clay City,IL,256234
1464,Bank of Holland,Holland,NY,256103
7599,Jim Thorpe Neighborhood Bank,Jim Thorpe,PA,256080
14584,The First National Bank in Trinidad,Trinidad,CO,255985
3170,Farmers and Merchants Bank,De Leon,TX,255908
15164,The Farmers State Bank of Westmoreland,Westmoreland,KS,255455
10438,Raritan State Bank,Raritan,IL,255391
26271,Home Bank of California,San Diego,CA,254901
14604,Community Point Bank,Russellville,MO,254283
22086,Main Bank,Albuquerque,NM,254191
12511,Alliance Bank,Mondovi,WI,254060
13819,Commercial State Bank,Wausa,NE,253971
6646,1st National Bank,Lebanon,OH,253429
58768,Guadalupe Bank,Kerrville,TX,253426
262,Citizens Bank,Mount Vernon,KY,253307
34394,Security National Bank of South Dakota,Dakota Dunes,SD,253214
24867,BNY Mellon Trust of Delaware,Wilmington,DE,252843
3063,First Pioneer National Bank,Wray,CO,252579
4464,First Bank Hampton,Hampton,IA,252571
12857,Denver Savings Bank,Denver,IA,252547
58063,VisionBank,Saint Louis Park,MN,252544
35212,Community Bank of the South,Merritt Island,FL,252467
14230,Malvern Bank,Malvern,IA,252275
13195,Union State Bank of Hazen,Hazen,ND,251837
27723,"Security Bank, s.b.",Springfield,IL,251463
6180,The Bank of Monroe,Union,WV,251210
5624,Bodcaw Bank,Stamps,AR,250988
26554,Bank of Easton,North Easton,MA,250933
4241,The Idabel National Bank,Idabel,OK,250821
155,Bank of Alapaha,Alapaha,GA,250723
16369,The Citizens Bank,Enterprise,AL,250704
1028,FBT Bank & Mortgage,Fordyce,AR,250512
57933,Valley Bank of Nevada,North Las Vegas,NV,250405
28925,Security Savings Bank,Monmouth,IL,250291
11477,Auburn State Bank,Auburn,NE,250212
10531,Citizens Progressive Bank,Winnsboro,LA,250034
1713,Bank of Perry County,Lobelville,TN,249774
30219,Hometown Bank,Kent,OH,249716
5490,State Nebraska Bank & Trust,Wayne,NE,249384
16126,Citizens Bank of the Midwest,Rolla,MO,249368
6088,Union Bank,Jamestown,TN,249289
12230,Peoples Bank,Cuba,MO,249214
23749,Mission National Bank,San Francisco,CA,249156
5186,First Farmers & Merchants National Bank,Luverne,MN,248954
4511,The Citizens First National Bank of Storm Lake,Storm Lake,IA,248920
3293,First Texas Bank,Lampasas,TX,248881
23430,First National Bank of Burleson,Burleson,TX,248826
57579,Community Bank of Georgia,Baxley,GA,248727
15590,Taylor County Bank,Campbellsville,KY,248692
5623,Smackover State Bank,Smackover,AR,248680
29745,Marathon Bank,Wausau,WI,248552
13113,Peoples Trust and Savings Bank,Boonville,IN,248354
2317,Method Bank,Wyandotte,OK,248044
35019,Currency Bank,Baton Rouge,LA,247962
17001,First Security Bank and Trust Company,Oklahoma City,OK,247894
29571,"The Home Savings and Loan Company of Kenton, Ohio, DBA HSLC",Kenton,OH,247789
11259,The Gunnison Bank and Trust Company,Gunnison,CO,247341
29345,First Federal Savings and Loan Association,Delta,OH,247265
22636,Community Bank of Marshall,Marshall,MO,247116
16161,"Campbell County Bank, Inc.",Herreid,SD,247069
10597,TBO Bank,Orrick,MO,246896
58678,Gateway Commercial Bank,Mesa,AZ,246642
11782,Bank of Abbeville & Trust Company,Abbeville,LA,246422
5548,The City National Bank of Taylor,Taylor,TX,246357
59249,First Bank of Central Ohio,Worthington,OH,246117
19440,First Financial Bank,Bessemer,AL,245617
